title,company,location,link
[유명 인터넷 금융사] 클라우드 플랫폼 개발자,제이앤피에이치알컨설팅,성남 분당구,https://kr.indeed.com/viewjob?jk=0f8732cc95e9f313
서비스 프로그램 및 서버 프로그램 신입개발자,이루텔럭키,경기도 군포,https://kr.indeed.com/viewjob?jk=2121480d06018021
[전자문서클랜] 비즈니스 데이터 분석가 (Business Data Analyst) 영입,카카오페이,성남 분당구,https://kr.indeed.com/viewjob?jk=7410083b0fa70ab4
"Data Analyst, Korea",눔코리아,서울 영등포구,https://kr.indeed.com/viewjob?jk=896fb44c7df3c9b5
[정보보안] 보안분석 플랫폼 개발 및 운영 담당자,한국카카오은행,성남 분당구,https://kr.indeed.com/viewjob?jk=2a094ace2f8604a7
[ 아이콘트롤스 ] 2020년 경력 직원 (데이터분석),HDC아이콘트롤스,성남 분당구,https://kr.indeed.com/viewjob?jk=8f65ee5238b477a2
[카카오커머스] 기술직군,카카오커머스,성남 분당구,https://kr.indeed.com/viewjob?jk=665e5885dfd75df4
Data Scientist,"Koniag, Inc.",대한민국,https://kr.indeed.com/viewjob?jk=193bfe67eed05c31
"JAVA, Python 경력 프리랜서",탤런티즘,경기도 평택,https://kr.indeed.com/viewjob?jk=bb74166669adde6c
채팅모듈 개발자,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=3b752abecf619fe5
"컴퓨터비전, AI, 영상처리 프로그래밍 전문가",바스코에너지,경기도 부천,https://kr.indeed.com/viewjob?jk=88caebeb1f8d1c94
"데이터 가치를 함께 발굴하실 머신러닝, 통계 모델링 전문가 모집",카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=d1e75364ef505c68
Developer / Designer recruit,마이뮤직테이스트,서울 논현동,https://kr.indeed.com/viewjob?jk=55a19c92c845685e
[AI R&D] Language AI(NLP) Research 분야 수시 채용,엔씨소프트,성남 판교역,https://kr.indeed.com/viewjob?jk=f4190a8dbb8c05b1
[kth] 2020년 9월 경력사원,케이티하이텔,서울 양천구,https://kr.indeed.com/viewjob?jk=9075832362694d60
Sr Field Engineer I,Raytheon Intelligence & Space,경기도,https://kr.indeed.com/viewjob?jk=856eb0b587603389
카카오 네트워크 엔지니어를 모십니다,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=f281c810daf0e10d
Data Scientist,Boston Consulting Group,서울,https://kr.indeed.com/viewjob?jk=ce6747e77c861c46
2021 Market Data Analyst - Seoul,Bloomberg,서울,https://kr.indeed.com/viewjob?jk=5b73d7ce16a8338a
추천 통계분석/데이터사이언티스트,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=bfe0f5ac4f32ec89
[기술플랫폼실] MySQL 담당자 영입,카카오페이,성남 분당구,https://kr.indeed.com/viewjob?jk=347b8952a4a6453b
테크센터개발팀 - 웹 프로그래머,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=5f18c149379506cd
챗봇 플랫폼 개발자 모집,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=20d40ee61adffeca
추천 시스템 소프트웨어 엔지니어,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=07375dc4e800dfa9
[AI검색플랫폼] 머신러닝 개발자,카카오엔터프라이즈,성남 분당구,https://kr.indeed.com/viewjob?jk=dea246efe3aa55a7
추천 시스템 연구/개발,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=be6c1f03fa566f8e
2020년 각 부문 신입/경력,더이앤엠,서울,https://kr.indeed.com/viewjob?jk=ee4d4d032c3e47c8
"자동화사업부 R&D S/W 팀원(open,C++,Python,영상, 비젼)충원",엠코프,서울 강동구,https://kr.indeed.com/viewjob?jk=403dc1d046ab96c0
"빅데이터, 인공지능(AI) 외 신입/경력 정규직",thecompany,경상남도,https://kr.indeed.com/viewjob?jk=2b7bc67cebf49cc0
[KSTEC] RPA 시스템 개발 경력사원,지식시스템,성남 분당구,https://kr.indeed.com/viewjob?jk=f7386aa66b07a516
데이터 분석가/사이언티스트(신입/경력),쏘카,대한민국,https://kr.indeed.com/viewjob?jk=776a7ce9f625189d
[기술기획] 클라우드 플랫폼 개발자,한국카카오은행,성남 분당구,https://kr.indeed.com/viewjob?jk=7e2629b238dbbd59
얼굴모션 캡처기술 인공지능(AI) 연구개발 전문기업,인공지능(AI) 연구개발 전문기업,경기도,https://kr.indeed.com/viewjob?jk=4fa50f2ffd370bae
"신입 매니저 (python, sketchup design tool 사용 가능자 우대)",POLA,인천 연수구,https://kr.indeed.com/viewjob?jk=432b32e90abb43a4
[아이콘트롤스] 2020년 경력 직원 (데이터분석),현대산업개발,대한민국,https://kr.indeed.com/viewjob?jk=792d3ac05912a792
[모두의기술] 딥러닝 엔지니어,한국카카오은행,성남 분당구,https://kr.indeed.com/viewjob?jk=2257e4f3d684ae2d
BK21 4단계 사업을 위한 데이터Hub팀 데이터사이언티스트 채용공고,고려대학교,대한민국,https://kr.indeed.com/viewjob?jk=d67e1dff9bdc963b
[NIT Service] NAVER IDC 서버 운영/관리(평촌),엔아이티서비스,안양 동안구,https://kr.indeed.com/viewjob?jk=ae71e1b4d34151eb
AI/빅데이터/클라우드 분야 (인재 Pool),LG유플러스,서울,https://kr.indeed.com/viewjob?jk=fb617eeb80ea6fa9
연구소 개발부문 연구원 직원 (회로설계/하드웨어설계/머신비전/이미지프로세싱),모든다해,경기도 광명,https://kr.indeed.com/viewjob?jk=604a97d7a39d5441
"백엔드, Python 외 신입/경력 정규직, 계약직, 프리랜서",휠사이드킥,서울 강남구,https://kr.indeed.com/viewjob?jk=12d47abab84ce4e7
"로봇관련, R&D_로봇 Skill 개발",4차산업 공장 자동화 기기 및 소프트웨어,경기도 수원,https://kr.indeed.com/viewjob?jk=50d0ae3f24a94532
"Design Consultant, Staff",Synopsys,대한민국,https://kr.indeed.com/viewjob?jk=7e9a745cd8bdcbe3
(성남시민 주목) 웹 개발자 전문가 양성과정 참여자,성남산업진흥원,성남 분당구,https://kr.indeed.com/viewjob?jk=e2394d668d5c6895
Junior Full-stack Developer,Asiance,서울,https://kr.indeed.com/viewjob?jk=fb84164a9eed9423
[더존ICT그룹] 2020년 9월 신입 및 경력사원,더존비즈온,강원도 춘천,https://kr.indeed.com/viewjob?jk=a48224b91dbed36f
[(주)코인플러그]서버 개발자 (신입 가능/전문연구요원/산업기능요원 보충역),코인플러그,성남 분당구,https://kr.indeed.com/viewjob?jk=5e9a03c7b0981caa
"[해외취업] 미국, Avellino, Data Analyst","Avellino Lab USA, Inc.",대한민국,https://kr.indeed.com/viewjob?jk=f1aebd4ce425b71a
머신러닝 개발,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=a1d687cd59776360
[기술기획] [인사/경영지원] 사내시스템 개발자,한국카카오은행,성남 분당구,https://kr.indeed.com/viewjob?jk=bd458282330f08cd
RTL 및 ASIC 설계 엔지니어(딥러닝 하드웨어 프로세서 개발),딥엑스,성남 분당구,https://kr.indeed.com/viewjob?jk=694ab958318e7fdc
[Ghent University Global Campus] Hiring Research Professors,겐트대학교 글로벌캠퍼스,인천 연수구,https://kr.indeed.com/viewjob?jk=bb8c019026aebec8
[S/W] 대화 플랫폼 기획,현대자동차그룹,서울,https://kr.indeed.com/viewjob?jk=4355ea0ba78dfaa6
[국내 대기업/ IT / 게임회사] 크래시 수집 위한 클라이언트 프로그래머,글로벌터치코리아,경기도,https://kr.indeed.com/viewjob?jk=24f932a8b47b54ab
TOAST CAM 임베디드 개발,NHN,성남 판교역,https://kr.indeed.com/viewjob?jk=1a75ce748c5f24e9
블록체인 시스템 엔지니어 채용(무관),네오위즈,대한민국,https://kr.indeed.com/viewjob?jk=ef10a663799ced7d
[Clova] Clova AI 인재,네이버,서울,https://kr.indeed.com/viewjob?jk=92bd400e3b5306ba
백엔드 소프트웨어개발자(정규직),데이터킹,안양 동안구,https://kr.indeed.com/viewjob?jk=7a888eaa5e865826
"[Legacy Versum] QA Engineer, 평택",Merck KGaA,경기도,https://kr.indeed.com/viewjob?jk=f46fc1d52116909a
[Clova] Cross Platform Python Packaging Intern,네이버,서울,https://kr.indeed.com/viewjob?jk=85d495b911ccfb21
반도체 CHIP 설계 관련 CAD Engineer,"- S,H사 같은 규모큰 반도체 Chip Maker 회사로서 해외소재 (해외근무)",성남 판교역,https://kr.indeed.com/viewjob?jk=e4fa733155f9a30b
[EY한영] 금융감사본부 Data Analytics 전문 경력직 모집,EY,대한민국,https://kr.indeed.com/viewjob?jk=4207c3ceb2dad58c
[전문연구요원] 상시,네이버,서울,https://kr.indeed.com/viewjob?jk=b79c2ae536063b01
2020 하반기 DB그룹 신입사원 공개 (예정),DB그룹,서울 강남구,https://kr.indeed.com/viewjob?jk=d1caddedfe1a1028
데스크탑 가상화(VDI) 엔지니어 모집,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=530a598184580c95
Developers,Coinplug,경기도 성남,https://kr.indeed.com/viewjob?jk=9a9e91ae6092ed2d
Technical Solutions Engineer,MightyHive,서울,https://kr.indeed.com/viewjob?jk=2d83dcf8baac736b
카카오 광고 서비스 알고리즘 및 시스템 개발,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=afe92c03320fe1b3
Research Engineer,Animal Industry Data Korea,서울,https://kr.indeed.com/viewjob?jk=7c5a00141a21fab8
[Blade&Soul] 서버 프로그래머 모집,엔씨소프트,성남 판교역,https://kr.indeed.com/viewjob?jk=4b39bfc3972636fb
데이터 사이언티스트를 지향하는 데이터 엔지니어 모집,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=385c58c7ced1d77b
메시지발송 플랫폼 개발자,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=eaee1538d8cc832f
[해외취업] AI 엔지니어,株式会社ASCOM,대한민국,https://kr.indeed.com/viewjob?jk=cdc69e78bbccefd3
자연어처리 기술 개발자,NHN,성남 판교역,https://kr.indeed.com/viewjob?jk=9cf16f530cb5e00c
"[해외취업] 베리텍, 시스템개발자/응용프로그래머",에임하이글로벌,대한민국,https://kr.indeed.com/viewjob?jk=3e2ccf374eae0c90
"[해외취업] 누리누비, 시스템개발자/응용프로그래머",에임하이글로벌,대한민국,https://kr.indeed.com/viewjob?jk=b8484108a7f4884f
인공지능(AI) 인력,신한에이아이,서울 영등포구,https://kr.indeed.com/viewjob?jk=90f259dbd9f3c40a
[취업연계 무료교육] 스마트제조 전문가 양성과정 훈련생,한국산업기술협회,서울,https://kr.indeed.com/viewjob?jk=93a402e0da30e256
퀀트운용팀 (사원-대리급),신한비엔피파리바자산운용,대한민국,https://kr.indeed.com/viewjob?jk=9040dba1c8db2a5d
데이터 인프라 담당자 모집,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=8a5c305f2e5018ed
Quant 트레이딩 부문,벨에포크자산운용,대한민국,https://kr.indeed.com/viewjob?jk=3e617a8ed7934773
개발자 인턴십,레이니스트,서울,https://kr.indeed.com/viewjob?jk=469c6f4eddd54a2c
[Search] [Vision] Computer Vision Engineer 체험형 인턴,네이버,서울,https://kr.indeed.com/viewjob?jk=a41d35173ffe4666
[경력] 빅데이터 플랫폼 엔지니어 모집,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=61ecdc0ef3cfb66a
매칭 데이터분석,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=15edcadd124ad99a
데이터 사이언스 전문가 및 머신러닝 전문가 모집,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=85929aac498299cc
[Search] Global API 서빙 플랫폼 개발,네이버,서울,https://kr.indeed.com/viewjob?jk=6644e94fb52e7c0b
[Autonomous Driving] Software Tool Engineer,네이버랩스,경기도,https://kr.indeed.com/viewjob?jk=73343398766b552b
PHP 개발자 (신입/경력 정규직),파인드컴,수원 팔달구,https://kr.indeed.com/viewjob?jk=f11a5d61d33c2335
리서치분야 석사이상 경력직,케이지제로인,대한민국,https://kr.indeed.com/viewjob?jk=3fbeadf5fe25cc46
[계약직] AI 서비스 개발을 위한 다국어 텍스트 처리 개발자 모집 (일본어/중국어),엔씨소프트,성남 판교역,https://kr.indeed.com/viewjob?jk=93f8aacd3d00382b
[AI Lab] Machine Learning 데이터 사이언티스트 (전문연구요원 가능),버즈니,서울,https://kr.indeed.com/viewjob?jk=a93103d6dd6d208e
Software Engineer,Electronic Arts,서울,https://kr.indeed.com/viewjob?jk=1cf825d234463890
"[신입,경력] windows application 개발자",유즈브레인넷,서울 구로구,https://kr.indeed.com/viewjob?jk=95e9d547711491c0
[해외취업] TOSHIBA CORPORATION_ Manufacturing Engineer-공장의 생산성 향상시키는 IE 엔지니어,파소나,대한민국,https://kr.indeed.com/viewjob?jk=e9e000f4016133b6
[TGD] Data Scientist 모집,엔씨소프트,성남 판교역,https://kr.indeed.com/viewjob?jk=06a694a6eac69b7c
Legacy Versum [리가시 버슘] Automation Engineer 평택,Merck KGaA,경기도,https://kr.indeed.com/viewjob?jk=03fa253ba96ac599
4차산업혁명 선도인력양성 교육 과정,한국직업전문학교,서울,https://kr.indeed.com/viewjob?jk=a62a6cc63c664f21
Support Engineer _ Azure PaaS,Microsoft,서울,https://kr.indeed.com/viewjob?jk=76730b837fd4d4d7
프론트엔드 개발자,스포카,대한민국,https://kr.indeed.com/viewjob?jk=b25ed61fb84a5785
[S/W] Data Scientist,현대자동차그룹,서울,https://kr.indeed.com/viewjob?jk=7e835de68b2d6d5e
소형전지사업부 경력,삼성SDI,충청남도 천안,https://kr.indeed.com/viewjob?jk=089931931a0474d5
Data Analyst,레이니스트,서울,https://kr.indeed.com/viewjob?jk=e5ca14de265f7fc9
[인재풀] 아티스트,Electronic Arts,서울,https://kr.indeed.com/viewjob?jk=aac8e9355cb855ac
기술 인턴 인공지능 응용 연구/개발 인턴,써로마인드로보틱스,서울 관악구,https://kr.indeed.com/viewjob?jk=71c47ac87bb4087e
파이썬 웹 서버 개발자 모집,엔씨소프트,성남 판교역,https://kr.indeed.com/viewjob?jk=15f7bbd0d7b13487
Applications Engineer (Library Characterization),Synopsys,서울,https://kr.indeed.com/viewjob?jk=8c8700db243d1a3c
Data Analyst,Axiologic Solutions,서울,https://kr.indeed.com/viewjob?jk=eb45c08f4c4a43d8
퍼플 플랫폼 개발자 모집,엔씨소프트,성남 판교역,https://kr.indeed.com/viewjob?jk=f63044c9aad56d78
Back-end Engineer (Python),Soomgo,서울 강남구,https://kr.indeed.com/viewjob?jk=752a4b5d63eac97c
2020년 하반기 각 부문 신입/경력,스탠드포인트,서울 금천구,https://kr.indeed.com/viewjob?jk=158d61f253f65fb4
데이터 엔지니어(신입/경력),쏘카,대한민국,https://kr.indeed.com/viewjob?jk=9d54ef61dc825d49
딥러닝(인공지능) 및 영상인식 알고리즘 개발 연구원,에프에스솔루션,서울 송파구,https://kr.indeed.com/viewjob?jk=7d24388707673b87
[Forest] 네이버 쇼핑검색플랫폼 개발자,네이버,서울,https://kr.indeed.com/viewjob?jk=f3a14b3f8d9e3e12
Python Programmer,Mofac,서울 서초구,https://kr.indeed.com/viewjob?jk=df21e3bb5d773616
웹/ 앱/ 시스템/ 인프라/ 네트웍/ 서버/보안 부문 경력채용,현대오토에버,서울 역삼동,https://kr.indeed.com/viewjob?jk=52899e0f4105f4f3
2020 전문연구요원 공개 채용,넷마블,서울 구로구,https://kr.indeed.com/viewjob?jk=b1c8dcf6b4990bbd
플랫폼 개발 엔지니어 수시 모집,엔씨소프트,성남 판교역,https://kr.indeed.com/viewjob?jk=99117c90373dd2ee
Field Application Engineer for Brion,ASML,대한민국,https://kr.indeed.com/viewjob?jk=d461ccc960d21690
"AWS클라우드 시스템 엔지니어: AWS, Dockers,Terraform, Ansible, InfluxDB, ELK","INKA Entworks, Inc.",서울 강남구,https://kr.indeed.com/viewjob?jk=d7288f0617e30451
수석 세일즈 엔지니어,www.enterprisedb.com,서울,https://kr.indeed.com/viewjob?jk=43d6d26aee630e5d
Frontend Developer (Javascript/React),Bepro Company,서울,https://kr.indeed.com/viewjob?jk=d11342cfe074df78
플랫폼 개발 엔지니어 수시 모집,엔씨소프트,성남 판교역,https://kr.indeed.com/viewjob?jk=99117c90373dd2ee
Field Application Engineer for Brion,ASML,대한민국,https://kr.indeed.com/viewjob?jk=d461ccc960d21690
데브옵스개발팀 - 웹 프로그래머,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=c78a3c5d7bb7d883
백엔드개발자(데이터엔지니어) junior,유저해빗,서울 마포구,https://kr.indeed.com/viewjob?jk=a538d8afb024c178
DATA ANALYST,"ODK Media, Inc.",서울,https://kr.indeed.com/viewjob?jk=44914d62491e43d9
[기술플랫폼실] 데이터 사이언티스트(Data Scientist) 분석가 영입,카카오페이,성남 분당구,https://kr.indeed.com/viewjob?jk=3a3c48cd3026f062
Marketing Data Engineer,네오위즈,대한민국,https://kr.indeed.com/viewjob?jk=1e2a8387b572f9f1
연구소 개발부문 연구원 직원 (회로설계/하드웨어설계/머신비전/이미지프로세싱),모든,경기도 광명,https://kr.indeed.com/viewjob?jk=ead5c550250e6079
Deep Learning R&D Engineer,Intel,서울,https://kr.indeed.com/viewjob?jk=58613b11ebe8779c
[외국계 스타트업 미소] Data Analyst,유한회사 미소,서울 성동구,https://kr.indeed.com/viewjob?jk=e1f5a3b0bd3eabfe
경험최적화파트 - 머신러닝 엔지니어,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=7bf179a290a157b2
병역특례 전문연구요원,로토보,인천 연수구,https://kr.indeed.com/viewjob?jk=002f37bed32d175c
Data Scientist (인턴),데브시스터즈,서울 신사동,https://kr.indeed.com/viewjob?jk=f17a32475bc617a9
하나손해보험 경력직,하나손해보험,서울 종로구,https://kr.indeed.com/viewjob?jk=0c07d097f996104e
[서울/수원/천안] 웹디자인/JAVA웹개발/빅데이터/AI인공지능 개발 분야 교육생,휴먼교육센터,천안 동남구,https://kr.indeed.com/viewjob?jk=b3bde1882ae8a1d8
백엔드 개발자,스포카,대한민국,https://kr.indeed.com/viewjob?jk=bd8e5afa35b65cbc
[오디오플랫폼] Immersive Audio 기술 개발자,네이버,서울,https://kr.indeed.com/viewjob?jk=afd325d078fb2c9f
글로벌 여행 스타트업 Trazy - 백엔드 개발자 (Python),트레이지(Trazy),서울 중구,https://kr.indeed.com/viewjob?jk=7c3e870969914d57
[KSTEC] 2020년 신입 및 경력 채용 (SW개발자),지식시스템(주) 관심기업 IBK추천,성남 삼평동,https://kr.indeed.com/viewjob?jk=9d402790b29c351e
Senior Field Service Engineer,Huntington Ingalls Industries Inc.,경기도 평택,https://kr.indeed.com/viewjob?jk=d5be40de21d8637a
IoT 디바이스 센서 신호처리 개발자(의용공학우대),길온,성남 중원구,https://kr.indeed.com/viewjob?jk=d8e214546426a23b
반도체 High speed IO Circuit Design Engineer,"- S,H사 같은 규모큰 반도체 Chip Maker 회사로서 해외소재 (해외근무)",성남 판교역,https://kr.indeed.com/viewjob?jk=8b83378784037c43
[ 프로그램 개발자 ] 영상처리 및 빅데이터 수집 및 분석 분야,사로리스,대구 북구,https://kr.indeed.com/viewjob?jk=d20fde74d16347f3
DBA 엔지니어,쏘카,대한민국,https://kr.indeed.com/viewjob?jk=609e248684d02ecf
STT Engineer 음성인식 머신러닝 스타트업 new,음성인식 머신러닝 스타트업,서울특별시,https://kr.indeed.com/viewjob?jk=10759f1017a00011
8퍼센트 개발자 (신입/경력),8퍼센트,서울 종로구,https://kr.indeed.com/viewjob?jk=8af26b37623864c4
"금융 데이터 분석 엔진, 로보어드바이저 개발자",에스비씨엔,서울 영등포구,https://kr.indeed.com/viewjob?jk=649ccf047c868778
Mid-Market Sales Engineer,DataDog,대한민국,https://kr.indeed.com/viewjob?jk=52a593e64d404756
Quantitative Researcher(이공계전공 우수인재 영입),디에스파트너즈그룹,서울,https://kr.indeed.com/viewjob?jk=990f18f975068390
게임 런처 개발,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=0b05f7fff851371a
Support Engineer _ Azure Security,Microsoft,서울,https://kr.indeed.com/viewjob?jk=ac8d5ff1022fce65
Lead Technical Solutions Engineer,MightyHive,서울,https://kr.indeed.com/viewjob?jk=ae2c6294bc277408
User Acquisition Manager- Korea,Mistplay,서울,https://kr.indeed.com/viewjob?jk=ddc632d73400704e
Technical Artist,Electronic Arts,서울,https://kr.indeed.com/viewjob?jk=0bce5c7e8c1e521d
메이저 대형게임개발회사 크래시수집을 위한 클라이언트 프로그래머 포지션 ASAP,메이저 대형게임개발회사,성남 판교역,https://kr.indeed.com/viewjob?jk=3833d6df4356ebf5
[R&D] 연료전지시스템 제어 SW 개발,현대자동차그룹,대한민국,https://kr.indeed.com/viewjob?jk=56072bc50be2b22b
Analytics Specialist,MightyHive,서울,https://kr.indeed.com/viewjob?jk=419692b3ddb34768
인프라 엔지니어 (시스템/네트워크/클라우드) 모집,엔씨소프트,성남 판교역,https://kr.indeed.com/viewjob?jk=17de69fafdda4cda
NAVER IDC 서버 운영/관리(춘천),NIT Service,춘천 동면,https://kr.indeed.com/viewjob?jk=de567c4b6b588c4c
Field Data Scientist,Success Korea,경기도,https://kr.indeed.com/viewjob?jk=2892c67308e87f01
Senior R&D Engineer,Synopsys,서울,https://kr.indeed.com/viewjob?jk=4b6541fefc98ee60
[NAVERxLINE] Global Ad AI Engineer/AI Planner,네이버,서울,https://kr.indeed.com/viewjob?jk=a358a39da5dfc360
8퍼센트 경력 개발자,8퍼센트,서울 종로구,https://kr.indeed.com/viewjob?jk=464ef95516a5fa5c
[S/W] 로봇 내비게이션 기술 개발,현대자동차그룹,경기도 의왕,https://kr.indeed.com/viewjob?jk=c86ce6af89bf8e8a
AI 연구/개발 직군 모집,넷마블,서울 구로구,https://kr.indeed.com/viewjob?jk=481f953ccaa4bc96
Database / Advanced Support Engineer,Oracle,서울,https://kr.indeed.com/viewjob?jk=c7fcbf1ff4218637
테크빌더팀 웹어플리케이션 개발자 (백앤드/프론트앤드),Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=9d9f5827c98272c9
Data Analytics SA,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/viewjob?jk=9a818d9d91db847d
TOAST Cloud 운영 및 기술지원,NHN,성남 판교역,https://kr.indeed.com/viewjob?jk=ad07d6a330fb619a
데이터 사이언티스트 / Data Scientist,Bagelcode,서울,https://kr.indeed.com/viewjob?jk=d0ae3cf7638734ac
[신규프로젝트] 차세대 콘솔 Maya 리거 채용,엔씨소프트,성남 판교역,https://kr.indeed.com/viewjob?jk=7bd59201a82e59ed
빅데이터/AI 분석,현대자동차그룹,서울,https://kr.indeed.com/viewjob?jk=8693f8e419a62c05
Chief Technology Officer,Asiance,서울,https://kr.indeed.com/viewjob?jk=4484523b503e0f07
효성첨단소재(주) 타이어보강재PU 빅데이터 분석 경력사원,2018.10.07 24시,대한민국,https://kr.indeed.com/viewjob?jk=3b0e3b290f637baf
클라우드 인프라 운영 담당자 모집,넷마블,서울 구로구,https://kr.indeed.com/viewjob?jk=bcd2f0630e298aa3
[Autonomous Driving] Virtual Environment Simulation Engineer,네이버랩스,경기도,https://kr.indeed.com/viewjob?jk=b2170ba059dd7f06
"Python, Java, Backend 개발자",이지메타,서울 구로구,https://kr.indeed.com/viewjob?jk=c6160c26cd16dbcf
"신제품 개발 및 보안S/W 개발자 (C#, Python)",이앤제너텍,서울 강남구,https://kr.indeed.com/viewjob?jk=8dc70cc9558d63c0
"응용소프트웨어,소프트웨어개발,SW, 프로그램, 프로그래머",스마탑,대구 달서구,https://kr.indeed.com/viewjob?jk=a9721a2d41eef2cf
모터드라이브 HW개발(회로설계/펌웨어설계) 경력인재 - 우량대기업,에스에프인촌,서울,https://kr.indeed.com/viewjob?jk=b9de735b7612b9b2
